statut_compte_courant;duree_mois;credit_history;objectif_credit;montant_credit;etat_epargne;anciennete_emploi;taux_remboursement;situation_personnelle;autres_garants;anciennete_logement;importance_biens;age;autres_plans_paiement;type_logement;nombre_credits_existants;categorie_emploi;nombre_personnes_a_charge;possede_telephone;travailleur_etranger;classe
pas_de_compte;15;existant remboursé;radio/tv;1386;épargne inconnue;1<=X<4;4;homme marié/veuf;aucun;2;immobilier;40;aucun;locataire;1;qualifié;1;oui;oui;bon
pas_de_compte;24;existant remboursé;radio/tv;1278;<100;>=7;4;homme célibataire;aucun;1;immobilier;36;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;12;existant remboursé;radio/tv;1107;<100;1<=X<4;2;homme célibataire;aucun;2;immobilier;20;aucun;locataire;1;hautement qualifié/indépendant/cadre;2;oui;oui;bon
<0;21;existant remboursé;nouvelle voiture;3763;épargne inconnue;4<=X<7;2;homme célibataire;co-emprunteur;2;immobilier;24;aucun;propriétaire;1;unqualifié resident;1;aucun;non;bon
0<=X<200;36;existant remboursé;études;3711;épargne inconnue;1<=X<4;2;homme marié/veuf;aucun;2;voiture;27;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;15;retards antérieurs;voiture occasion;3594;<100;<1;1;femme div/dép/mariée;aucun;2;assurance vie;46;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
0<=X<200;9;existant remboursé;nouvelle voiture;3195;épargne inconnue;1<=X<4;1;femme div/dép/mariée;aucun;2;immobilier;33;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;36;retards antérieurs;radio/tv;4454;<100;1<=X<4;4;femme div/dép/mariée;aucun;4;immobilier;34;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;24;critique/autre crédit existant;meubles/équipement;4736;<100;<1;2;femme div/dép/mariée;aucun;4;voiture;25;banque;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
0<=X<200;30;existant remboursé;radio/tv;2991;épargne inconnue;>=7;2;femme div/dép/mariée;aucun;4;voiture;25;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;11;existant remboursé;affaires;2142;>=1000;>=7;1;homme divorcé/séparé;aucun;2;immobilier;28;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;24;tout remboursé;affaires;3161;<100;1<=X<4;4;homme célibataire;aucun;2;assurance vie;31;aucun;locataire;1;qualifié;1;oui;oui;mauvais
0<=X<200;48;aucun crédit/tout remboursé;autre;18424;<100;1<=X<4;1;femme div/dép/mariée;aucun;2;assurance vie;32;banque;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;non;mauvais
pas_de_compte;10;existant remboursé;voiture occasion;2848;100<=X<500;1<=X<4;1;homme célibataire;co-emprunteur;2;immobilier;32;aucun;propriétaire;1;qualifié;2;aucun;oui;bon
<0;6;existant remboursé;nouvelle voiture;14896;<100;>=7;1;homme célibataire;aucun;4;pas de propriété;68;banque;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
<0;24;existant remboursé;meubles/équipement;2359;100<=X<500;sans emploi;1;homme divorcé/séparé;aucun;1;assurance vie;33;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;24;existant remboursé;meubles/équipement;3345;<100;>=7;4;homme célibataire;aucun;2;assurance vie;39;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;18;critique/autre crédit existant;meubles/équipement;1817;<100;1<=X<4;4;femme div/dép/mariée;aucun;2;pas de propriété;28;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;48;retards antérieurs;radio/tv;12749;500<=X<1000;4<=X<7;4;homme célibataire;aucun;1;voiture;37;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;9;existant remboursé;radio/tv;1366;<100;<1;3;femme div/dép/mariée;aucun;4;assurance vie;22;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;12;existant remboursé;nouvelle voiture;2002;<100;4<=X<7;3;homme célibataire;aucun;4;assurance vie;30;aucun;locataire;1;qualifié;2;oui;oui;bon
<0;24;tout remboursé;meubles/équipement;6872;<100;<1;2;homme divorcé/séparé;aucun;1;assurance vie;55;banque;propriétaire;1;qualifié;1;oui;oui;mauvais
<0;12;tout remboursé;nouvelle voiture;697;<100;<1;4;homme célibataire;aucun;2;voiture;46;banque;propriétaire;2;qualifié;1;oui;oui;mauvais
<0;18;critique/autre crédit existant;meubles/équipement;1049;<100;<1;4;femme div/dép/mariée;aucun;4;assurance vie;21;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;48;existant remboursé;voiture occasion;10297;<100;4<=X<7;4;homme célibataire;aucun;4;pas de propriété;39;magasins;gratuit;3;qualifié;2;oui;oui;mauvais
pas_de_compte;30;existant remboursé;radio/tv;1867;épargne inconnue;>=7;4;homme célibataire;aucun;4;voiture;58;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;12;retards antérieurs;nouvelle voiture;1344;<100;1<=X<4;4;homme célibataire;aucun;2;immobilier;43;aucun;propriétaire;2;unqualifié resident;2;aucun;oui;bon
<0;24;existant remboursé;meubles/équipement;1747;<100;<1;4;homme célibataire;co-emprunteur;1;assurance vie;24;aucun;propriétaire;1;unqualifié resident;1;aucun;non;bon
0<=X<200;9;existant remboursé;radio/tv;1670;<100;<1;4;femme div/dép/mariée;aucun;2;voiture;22;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;9;critique/autre crédit existant;nouvelle voiture;1224;<100;1<=X<4;3;homme célibataire;aucun;1;immobilier;30;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;12;critique/autre crédit existant;radio/tv;522;500<=X<1000;>=7;4;homme célibataire;aucun;4;assurance vie;42;aucun;propriétaire;2;qualifié;2;oui;oui;bon
<0;12;existant remboursé;radio/tv;1498;<100;1<=X<4;4;femme div/dép/mariée;aucun;1;voiture;23;banque;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;30;retards antérieurs;radio/tv;1919;100<=X<500;<1;4;homme célibataire;aucun;3;pas de propriété;30;magasins;propriétaire;2;hautement qualifié/indépendant/cadre;1;aucun;oui;mauvais
>=200;9;existant remboursé;radio/tv;745;<100;1<=X<4;3;femme div/dép/mariée;aucun;2;immobilier;28;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
0<=X<200;6;existant remboursé;radio/tv;2063;<100;<1;4;homme marié/veuf;aucun;3;voiture;30;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;60;existant remboursé;études;6288;<100;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;42;aucun;gratuit;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;voiture occasion;6842;épargne inconnue;1<=X<4;2;homme célibataire;aucun;4;assurance vie;46;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;2;oui;oui;bon
pas_de_compte;12;existant remboursé;nouvelle voiture;3527;épargne inconnue;<1;2;homme célibataire;aucun;3;assurance vie;45;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;2;oui;oui;bon
pas_de_compte;10;existant remboursé;nouvelle voiture;1546;<100;1<=X<4;3;homme célibataire;aucun;2;immobilier;31;aucun;propriétaire;1;unqualifié resident;2;aucun;non;bon
pas_de_compte;24;existant remboursé;meubles/équipement;929;épargne inconnue;4<=X<7;4;homme célibataire;aucun;2;voiture;31;magasins;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;4;critique/autre crédit existant;nouvelle voiture;1455;<100;4<=X<7;2;homme célibataire;aucun;1;immobilier;42;aucun;propriétaire;3;unqualifié resident;2;aucun;oui;bon
<0;15;existant remboursé;meubles/équipement;1845;<100;<1;4;femme div/dép/mariée;garant;1;assurance vie;46;aucun;locataire;1;qualifié;1;aucun;oui;bon
0<=X<200;48;aucun crédit/tout remboursé;nouvelle voiture;8358;500<=X<1000;<1;1;femme div/dép/mariée;aucun;1;voiture;30;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
<0;24;tout remboursé;meubles/équipement;3349;500<=X<1000;<1;4;homme célibataire;aucun;4;pas de propriété;30;aucun;gratuit;1;qualifié;2;oui;oui;mauvais
pas_de_compte;12;existant remboursé;nouvelle voiture;2859;épargne inconnue;sans emploi;4;homme célibataire;aucun;4;pas de propriété;38;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;18;existant remboursé;meubles/équipement;1533;<100;<1;4;homme marié/veuf;co-emprunteur;1;assurance vie;43;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;mauvais
pas_de_compte;24;existant remboursé;radio/tv;3621;100<=X<500;>=7;2;homme célibataire;aucun;4;voiture;31;aucun;propriétaire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;18;critique/autre crédit existant;affaires;3590;<100;sans emploi;3;homme marié/veuf;aucun;3;voiture;40;aucun;propriétaire;3;sans emploi/non qualif non résident;2;oui;oui;bon
<0;36;retards antérieurs;affaires;2145;<100;4<=X<7;2;homme célibataire;aucun;1;voiture;24;aucun;propriétaire;2;qualifié;1;oui;oui;mauvais
0<=X<200;24;existant remboursé;voiture occasion;4113;500<=X<1000;<1;3;femme div/dép/mariée;aucun;4;voiture;28;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;36;existant remboursé;meubles/équipement;10974;<100;sans emploi;4;femme div/dép/mariée;aucun;2;voiture;26;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
<0;12;existant remboursé;nouvelle voiture;1893;<100;1<=X<4;4;femme div/dép/mariée;garant;4;assurance vie;29;aucun;propriétaire;1;qualifié;1;oui;oui;bon
<0;24;critique/autre crédit existant;radio/tv;1231;>=1000;>=7;4;femme div/dép/mariée;aucun;4;assurance vie;57;aucun;locataire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
>=200;30;critique/autre crédit existant;radio/tv;3656;épargne inconnue;>=7;4;homme célibataire;aucun;4;assurance vie;49;magasins;propriétaire;2;unqualifié resident;1;aucun;oui;bon
0<=X<200;9;critique/autre crédit existant;radio/tv;1154;<100;>=7;2;homme célibataire;aucun;4;immobilier;37;aucun;propriétaire;3;unqualifié resident;1;aucun;oui;bon
<0;28;existant remboursé;nouvelle voiture;4006;<100;1<=X<4;3;homme célibataire;aucun;2;voiture;45;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
0<=X<200;24;existant remboursé;meubles/équipement;3069;100<=X<500;>=7;4;homme célibataire;aucun;4;pas de propriété;30;aucun;gratuit;1;qualifié;1;aucun;oui;bon
pas_de_compte;6;critique/autre crédit existant;radio/tv;1740;<100;>=7;2;homme marié/veuf;aucun;2;immobilier;30;aucun;locataire;2;qualifié;1;aucun;oui;bon
0<=X<200;21;retards antérieurs;nouvelle voiture;2353;<100;1<=X<4;1;homme divorcé/séparé;aucun;4;assurance vie;47;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;15;existant remboursé;nouvelle voiture;3556;épargne inconnue;1<=X<4;3;homme célibataire;aucun;2;pas de propriété;29;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;radio/tv;2397;500<=X<1000;>=7;3;homme célibataire;aucun;2;voiture;35;banque;propriétaire;2;qualifié;1;oui;oui;mauvais
0<=X<200;6;existant remboursé;réparations;454;<100;<1;3;homme marié/veuf;aucun;1;assurance vie;22;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;30;existant remboursé;radio/tv;1715;épargne inconnue;1<=X<4;4;femme div/dép/mariée;aucun;1;voiture;26;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;27;critique/autre crédit existant;radio/tv;2520;500<=X<1000;1<=X<4;4;homme célibataire;aucun;2;assurance vie;23;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;15;existant remboursé;radio/tv;3568;<100;>=7;4;femme div/dép/mariée;aucun;2;voiture;54;banque;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;42;existant remboursé;radio/tv;7166;épargne inconnue;4<=X<7;2;homme marié/veuf;aucun;4;assurance vie;29;aucun;locataire;1;qualifié;1;oui;oui;bon
<0;11;critique/autre crédit existant;nouvelle voiture;3939;<100;1<=X<4;1;homme célibataire;aucun;2;immobilier;40;aucun;propriétaire;2;unqualifié resident;2;aucun;oui;bon
0<=X<200;15;existant remboursé;réparations;1514;100<=X<500;1<=X<4;4;homme célibataire;garant;2;immobilier;22;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;24;existant remboursé;nouvelle voiture;7393;<100;1<=X<4;1;homme célibataire;aucun;4;assurance vie;43;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;bon
<0;24;tout remboursé;nouvelle voiture;1193;<100;sans emploi;1;femme div/dép/mariée;co-emprunteur;4;pas de propriété;29;aucun;locataire;2;sans emploi/non qualif non résident;1;aucun;oui;mauvais
<0;60;existant remboursé;affaires;7297;<100;>=7;4;homme célibataire;co-emprunteur;4;pas de propriété;36;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;30;critique/autre crédit existant;radio/tv;2831;<100;1<=X<4;4;femme div/dép/mariée;aucun;2;voiture;33;aucun;propriétaire;1;qualifié;1;oui;oui;bon
>=200;24;existant remboursé;radio/tv;1258;500<=X<1000;1<=X<4;3;femme div/dép/mariée;aucun;3;voiture;57;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;6;existant remboursé;radio/tv;753;<100;1<=X<4;2;femme div/dép/mariée;garant;3;immobilier;64;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;18;retards antérieurs;affaires;2427;épargne inconnue;>=7;4;homme célibataire;aucun;2;assurance vie;42;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;24;retards antérieurs;nouvelle voiture;2538;<100;>=7;4;homme célibataire;aucun;4;voiture;47;aucun;propriétaire;2;unqualifié resident;2;aucun;oui;mauvais
0<=X<200;15;tout remboursé;nouvelle voiture;1264;100<=X<500;1<=X<4;2;homme marié/veuf;aucun;2;assurance vie;25;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;30;critique/autre crédit existant;meubles/équipement;8386;<100;4<=X<7;2;homme célibataire;aucun;2;assurance vie;49;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;48;existant remboursé;affaires;4844;<100;sans emploi;3;homme célibataire;aucun;2;voiture;33;banque;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
>=200;21;existant remboursé;nouvelle voiture;2923;100<=X<500;1<=X<4;1;femme div/dép/mariée;aucun;1;voiture;28;banque;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;36;existant remboursé;voiture occasion;8229;<100;1<=X<4;2;homme célibataire;aucun;2;assurance vie;26;aucun;propriétaire;1;qualifié;2;aucun;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;meubles/équipement;2028;<100;4<=X<7;2;homme célibataire;aucun;2;assurance vie;30;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
<0;15;critique/autre crédit existant;meubles/équipement;1433;<100;1<=X<4;4;femme div/dép/mariée;aucun;3;assurance vie;25;aucun;locataire;2;qualifié;1;aucun;oui;bon
>=200;42;aucun crédit/tout remboursé;affaires;6289;<100;<1;2;homme divorcé/séparé;aucun;1;assurance vie;33;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;13;existant remboursé;radio/tv;1409;100<=X<500;sans emploi;2;femme div/dép/mariée;aucun;4;immobilier;64;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;24;existant remboursé;voiture occasion;6579;<100;sans emploi;4;homme célibataire;aucun;2;pas de propriété;29;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;24;critique/autre crédit existant;radio/tv;1743;<100;>=7;4;homme célibataire;aucun;2;assurance vie;48;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;12;critique/autre crédit existant;études;3565;épargne inconnue;<1;2;homme célibataire;aucun;1;assurance vie;37;aucun;propriétaire;2;unqualifié resident;2;aucun;oui;bon
pas_de_compte;15;tout remboursé;radio/tv;1569;100<=X<500;>=7;4;homme célibataire;aucun;4;voiture;34;banque;propriétaire;1;unqualifié resident;2;aucun;oui;bon
<0;18;existant remboursé;radio/tv;1936;épargne inconnue;4<=X<7;2;homme marié/veuf;aucun;4;voiture;23;aucun;locataire;2;unqualifié resident;1;aucun;oui;bon
<0;36;existant remboursé;meubles/équipement;3959;<100;sans emploi;4;homme célibataire;aucun;3;assurance vie;30;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;12;existant remboursé;nouvelle voiture;2390;épargne inconnue;>=7;4;homme célibataire;aucun;3;voiture;50;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;12;existant remboursé;meubles/équipement;1736;<100;4<=X<7;3;femme div/dép/mariée;aucun;4;immobilier;31;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
<0;30;existant remboursé;voiture occasion;3857;<100;1<=X<4;4;homme divorcé/séparé;aucun;4;assurance vie;40;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;12;existant remboursé;radio/tv;804;<100;>=7;4;homme célibataire;aucun;4;voiture;38;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;45;existant remboursé;radio/tv;1845;<100;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;23;aucun;gratuit;1;qualifié;1;oui;oui;mauvais
0<=X<200;45;critique/autre crédit existant;voiture occasion;4576;100<=X<500;sans emploi;3;homme célibataire;aucun;4;voiture;27;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
